Sample	Quality	Age	Cohort	Piscivorous	I	Year	Increment	X	Y
257	2	4	2016	669.2	1	2017	854.1	1715	848
257	2	4	2016	669.2	2	2018	562.0	1707	286
257	2	4	2016	669.2	3	2019	100.1	1705	186
257	2	4	2016	669.2	4	2020	48.0	1704	138
257	2	4	2016	669.2	edge		32.0	1704	106
258	3	0	2020	1102.6	Piscivorous			1585	1819
258	3	0	2020	1102.6	edge		1763.6	1081	129
259	1	6	2014	466.1	Piscivorous			1663	1843
259	1	6	2014	466.1	1	2015	951.2	1639	892
259	1	6	2014	466.1	2	2016	255.3	1633	637
259	1	6	2014	466.1	3	2017	186.9	1628	450
259	1	6	2014	466.1	4	2018	130.2	1625	320
259	1	6	2014	466.1	5	2019	64.0	1624	256
259	1	6	2014	466.1	6	2020	56.0	1622	200
259	1	6	2014	466.1	edge		50.9	1621	149
26	2	4	2016	380.3	Piscivorous			2016	1758
26	2	4	2016	380.3	1	2017	995.0	2063	764
26	2	4	2016	380.3	2	2018	503.9	2087	261
26	2	4	2016	380.3	3	2019	0.0	2087	261
26	2	4	2016	380.3	4	2020	152.8	2095	108
26	2	4	2016	380.3	edge		48.2	2097	60
260	3	2	2018	716.5	Piscivorous			1463	1752
260	3	2	2018	716.5	1	2019	1202.2	1399	551
260	3	2	2018	716.5	2	2020	273.1	1385	279
260	3	2	2018	716.5	edge		179.0	1375	100
261	3	1	2019	579.4	Piscivorous			1910	1904
261	3	1	2019	579.4	1	2020	1175.1	2057	738
261	3	1	2019	579.4	edge		498.1	2120	244
262	3	3	2017	869.0	Piscivorous			1771	1876
262	3	3	2017	869.0	1	2018	1131.6	1698	747
262	3	3	2017	869.0	2	2019	423.9	1670	324
262	3	3	2017	869.0	3	2020	114.0	1663	210
262	3	3	2017	869.0	edge		58.2	1659	152
263	3	0	2020	709.1	Piscivorous			1836	1711
263	3	0	2020	709.1	edge		1567.1	1820	144
264	3	2	2018	962.7	Piscivorous			1692	1806
264	3	2	2018	962.7	1	2019	1032.3	1828	783
264	3	2	2018	962.7	2	2020	505.0	1895	282
264	3	2	2018	962.7	edge		54.7	1902	228
265	3	5	2015	708.1	Piscivorous			1829	1879
265	3	5	2015	708.1	1	2016	836.1	1773	1045
265	3	5	2015	708.1	2	2017	292.8	1754	753
265	3	5	2015	708.1	3	2018	177.0	1742	576
265	3	5	2015	708.1	4	2019	189.2	1729	387
265	3	5	2015	708.1	5	2020	136.1	1720	252
265	3	5	2015	708.1	edge		105.8	1713	146
266	2	4	2016	498.2	Piscivorous			1740	1908
266	2	4	2016	498.2	1	2017	810.0	1740	1098
266	2	4	2016	498.2	2	2018	300.0	1740	798
266	2	4	2016	498.2	3	2019	333.0	1740	465
266	2	4	2016	498.2	4	2020	132.0	1740	333
266	2	4	2016	498.2	edge		71.0	1740	262
267	2	2	2018	826.6	Piscivorous			1752	1715
267	2	2	2018	826.6	1	2019	1016.7	1675	701
267	2	2	2018	826.6	2	2020	267.3	1655	435
267	2	2	2018	826.6	edge		282.5	1634	153
268	3	6	2014	413.4	Piscivorous			1602	1795
268	3	6	2014	413.4	1	2015	587.1	1656	1210
268	3	6	2014	413.4	2	2016	197.0	1674	1014
268	3	6	2014	413.4	3	2017	204.4	1693	811
268	3	6	2014	413.4	4	2018	189.2	1710	622
268	3	6	2014	413.4	5	2019	84.2	1718	538
268	3	6	2014	413.4	6	2020	184.7	1735	354
268	3	6	2014	413.4	edge		59.7	1740	295
269	3	7	2013	509.5	Piscivorous			1513	1714
269	3	7	2013	509.5	1	2014	638.7	1454	1078
269	3	7	2013	509.5	2	2015	264.3	1430	815
269	3	7	2013	509.5	3	2016	197.8	1412	618
269	3	7	2013	509.5	4	2017	138.7	1399	480
269	3	7	2013	509.5	5	2018	76.6	1392	404
269	3	7	2013	509.5	6	2019	40.1	1388	364
269	3	7	2013	509.5	7	2020	30.1	1385	334
269	3	7	2013	509.5	edge		29.5	1383	304
27	3	2	2018	937.3	Piscivorous			1750	1680
27	3	2	2018	937.3	1	2019	1240.0	1701	441
27	3	2	2018	937.3	2	2020	213.1	1692	228
27	3	2	2018	937.3	edge		135.1	1687	93
270	2	3	2017	380.9	Piscivorous			1636	1866
270	2	3	2017	380.9	1	2018	937.7	1566	931
270	2	3	2017	380.9	2	2019	554.0	1525	378
270	2	3	2017	380.9	3	2020	246.7	1507	132
270	2	3	2017	380.9	edge		64.6	1502	68
271	3	9	2011	331.5	Piscivorous			1726	1552
271	3	9	2011	331.5	1	2012	636.8	1787	918
271	3	9	2011	331.5	2	2013	208.0	1806	711
271	3	9	2011	331.5	3	2014	75.3	1814	636
271	3	9	2011	331.5	4	2015	74.7	1821	562
271	3	9	2011	331.5	5	2016	88.9	1829	473
271	3	9	2011	331.5	6	2017	116.8	1840	357
271	3	9	2011	331.5	7	2018	30.4	1843	327
271	3	9	2011	331.5	8	2019	48.4	1848	279
271	3	9	2011	331.5	9	2020	36.5	1851	242
271	3	9	2011	331.5	edge		28.3	1854	214
272	2	5	2015	459.3	Piscivorous			1542	1908
272	2	5	2015	459.3	1	2016	867.3	1639	1046
272	2	5	2015	459.3	2	2017	0.0	1639	1046
272	2	5	2015	459.3	3	2018	260.7	1668	787
272	2	5	2015	459.3	4	2019	188.9	1689	599
272	2	5	2015	459.3	5	2020	129.9	1704	470
272	2	5	2015	459.3	edge		111.0	1716	360
273	2	1	2019	538.6	Piscivorous			2013	1794
273	2	1	2019	538.6	1	2020	1217.7	1834	589
273	2	1	2019	538.6	edge		555.5	1753	40
274	3	4	2016	379.4	Piscivorous			1583	1890
274	3	4	2016	379.4	1	2017	1119.2	1767	786
274	3	4	2016	379.4	2	2018	207.1	1801	582
274	3	4	2016	379.4	3	2019	147.0	1825	437
274	3	4	2016	379.4	4	2020	142.4	1849	296
274	3	4	2016	379.4	edge		44.9	1856	252
275	2	2	2018	501.2	Piscivorous			1686	1752
275	2	2	2018	501.2	1	2019	699.0	1695	1053
275	2	2	2018	501.2	2	2020	540.1	1702	513
275	2	2	2018	501.2	edge		393.0	1707	120
276	1	4	2016	561.0	Piscivorous			1937	1734
276	1	4	2016	561.0	1	2017	951.4	1909	783
276	1	4	2016	561.0	2	2018	309.3	1900	474
276	1	4	2016	561.0	3	2019	198.2	1894	276
276	1	4	2016	561.0	4	2020	110.9	1891	165
276	1	4	2016	561.0	edge		51.0	1889	114
277	2	2	2018	729.2	Piscivorous			1773	1841
277	2	2	2018	729.2	1	2019	1058.0	1770	783
277	2	2	2018	729.2	2	2020	312.0	1769	471
277	2	2	2018	729.2	edge		330.0	1768	141
278	2	10	2010	377.5	Piscivorous			1824	1903
278	2	10	2010	377.5	1	2011	477.8	1673	1450
278	2	10	2010	377.5	2	2012	294.4	1581	1170
278	2	10	2010	377.5	3	2013	216.3	1513	965
278	2	10	2010	377.5	4	2014	179.3	1456	795
278	2	10	2010	377.5	5	2015	138.5	1412	663
278	2	10	2010	377.5	6	2016	145.1	1367	525
278	2	10	2010	377.5	7	2017	81.6	1341	448
278	2	10	2010	377.5	8	2018	123.6	1302	331
278	2	10	2010	377.5	9	2019	73.4	1279	261
278	2	10	2010	377.5	10	2020	53.8	1262	210
278	2	10	2010	377.5	edge		25.3	1254	186
279	1	2	2018	834.9	Piscivorous			1767	1764
279	1	2	2018	834.9	1	2019	1202.9	1976	579
279	1	2	2018	834.9	2	2020	197.8	2010	385
279	1	2	2018	834.9	edge		207.7	2046	180
28	3	8	2012	230.3	Piscivorous			1742	1752
28	3	8	2012	230.3	1	2013	333.4	1701	1421
28	3	8	2012	230.3	2	2014	292.5	1665	1131
28	3	8	2012	230.3	3	2015	275.6	1631	857
28	3	8	2012	230.3	4	2016	248.1	1601	611
28	3	8	2012	230.3	5	2017	130.7	1585	481
28	3	8	2012	230.3	6	2018	80.1	1575	402
28	3	8	2012	230.3	7	2019	58.3	1568	344
28	3	8	2012	230.3	8	2020	30.8	1564	314
28	3	8	2012	230.3	edge		47.9	1558	266
280	3	5	2015	400.6	Piscivorous			1863	2039
280	3	5	2015	400.6	1	2016	950.3	1824	1090
280	3	5	2015	400.6	2	2017	527.5	1803	562
280	3	5	2015	400.6	3	2018	161.3	1796	401
280	3	5	2015	400.6	4	2019	161.4	1790	240
280	3	5	2015	400.6	5	2020	128.9	1784	111
280	3	5	2015	400.6	edge		82.6	1781	29
281	3	7	2013	547.5	Piscivorous			1609	1941
281	3	7	2013	547.5	1	2014	739.4	1494	1211
281	3	7	2013	547.5	2	2015	325.6	1443	889
281	3	7	2013	547.5	3	2016	292.9	1397	600
281	3	7	2013	547.5	4	2017	150.6	1373	451
281	3	7	2013	547.5	5	2018	112.3	1356	340
281	3	7	2013	547.5	6	2019	107.2	1339	234
281	3	7	2013	547.5	7	2020	93.1	1325	142
281	3	7	2013	547.5	edge		48.8	1317	94
282	1	3	2017	718.8	Piscivorous			1892	2007
282	1	3	2017	718.8	1	2018	1108.8	1958	900
282	1	3	2017	718.8	2	2019	399.2	1982	502
282	1	3	2017	718.8	3	2020	287.5	1999	215
282	1	3	2017	718.8	edge		161.1	2009	54
283	2	1	2019	873.9	Piscivorous			1808	1848
283	2	1	2019	873.9	1	2020	1327.5	1722	523
283	2	1	2019	873.9	edge		409.5	1695	115
284	3	9	2011	253.5	Piscivorous			1659	1881
284	3	9	2011	253.5	1	2012	325.8	1626	1557
284	3	9	2011	253.5	2	2013	261.1	1599	1297
284	3	9	2011	253.5	3	2014	231.9	1575	1067
284	3	9	2011	253.5	4	2015	209.1	1554	859
284	3	9	2011	253.5	5	2016	93.4	1544	766
284	3	9	2011	253.5	6	2017	66.3	1538	700
284	3	9	2011	253.5	7	2018	54.1	1532	646
284	3	9	2011	253.5	8	2019	46.0	1527	600
284	3	9	2011	253.5	9	2020	28.3	1524	572
284	3	9	2011	253.5	edge		34.2	1521	538
285	3	3	2017	426.6	Piscivorous			1670	1943
285	3	3	2017	426.6	1	2018	1265.8	1753	680
285	3	3	2017	426.6	2	2019	226.2	1768	454
285	3	3	2017	426.6	3	2020	170.8	1779	284
285	3	3	2017	426.6	edge		166.2	1790	118
286	3	5	2015	325.6	Piscivorous			1610	1872
286	3	5	2015	325.6	1	2016	966.4	1674	908
286	3	5	2015	325.6	2	2017	236.3	1690	672
286	3	5	2015	325.6	3	2018	210.7	1704	462
286	3	5	2015	325.6	4	2019	189.0	1716	273
286	3	5	2015	325.6	5	2020	187.0	1729	87
286	3	5	2015	325.6	edge		50.7	1732	36
287	2	2	2018	948.4	Piscivorous			1559	1936
287	2	2	2018	948.4	1	2019	1180.2	1585	756
287	2	2	2018	948.4	2	2020	558.2	1597	198
287	2	2	2018	948.4	edge		159.1	1601	39
288	2	3	2017	665.9	Piscivorous			1699	1861
288	2	3	2017	665.9	1	2018	1091.9	1764	771
288	2	3	2017	665.9	2	2019	409.1	1789	363
288	2	3	2017	665.9	3	2020	168.0	1799	195
288	2	3	2017	665.9	edge		41.1	1801	154
289	2	3	2017	457.5	Piscivorous			1668	1662
289	2	3	2017	457.5	1	2018	708.0	1796	966
289	2	3	2017	457.5	2	2019	529.1	1892	445
289	2	3	2017	457.5	3	2020	182.8	1925	266
289	2	3	2017	457.5	edge		158.1	1954	110
29	2	2	2018	1096.9	Piscivorous			1642	1902
29	2	2	2018	1096.9	1	2019	1246.3	1705	657
29	2	2	2018	1096.9	2	2020	401.8	1726	256
29	2	2	2018	1096.9	edge		67.1	1729	189
290	2	2	2018	596.3	Piscivorous			1845	1753
290	2	2	2018	596.3	1	2019	1090.4	1881	663
290	2	2	2018	596.3	2	2020	336.2	1892	327
290	2	2	2018	596.3	edge		211.3	1899	116
291	2	4	2016	764.2	Piscivorous			1842	1794
291	2	4	2016	764.2	1	2017	832.3	1777	964
291	2	4	2016	764.2	2	2018	588.6	1731	377
291	2	4	2016	764.2	3	2019	71.2	1725	307
291	2	4	2016	764.2	4	2020	59.1	1720	248
291	2	4	2016	764.2	edge		55.8	1716	192
292	2	1	2019	676.6	Piscivorous			1486	1775
292	2	1	2019	676.6	1	2020	1036.1	1649	752
292	2	1	2019	676.6	edge		425.2	1716	332
3	3	3	2017	749.7	Piscivorous			1713	1950
3	3	3	2017	749.7	1	2018	1019.5	1559	942
3	3	3	2017	749.7	2	2019	706.8	1452	243
3	3	3	2017	749.7	3	2020	143.0	1431	102
3	3	3	2017	749.7	edge		57.7	1422	45
30	3	4	2016	628.1	Piscivorous			1709	2024
30	3	4	2016	628.1	1	2017	929.0	1755	1096
30	3	4	2016	628.1	2	2018	0.0	1755	1096
30	3	4	2016	628.1	3	2019	730.1	1791	367
30	3	4	2016	628.1	4	2020	99.9	1796	267
30	3	4	2016	628.1	edge		233.4	1807	34
31	3	7	2013	378.8	Piscivorous			1773	1825
31	3	7	2013	378.8	1	2014	564.3	1723	1263
31	3	7	2013	378.8	2	2015	426.0	1685	839
31	3	7	2013	378.8	3	2016	178.2	1669	661
31	3	7	2013	378.8	4	2017	111.1	1660	550
31	3	7	2013	378.8	5	2018	81.1	1652	470
31	3	7	2013	378.8	6	2019	91.6	1644	378
31	3	7	2013	378.8	7	2020	122.8	1634	256
31	3	7	2013	378.8	edge		25.2	1631	231
32	3	2	2018	331.3	Piscivorous			1895	1934
32	3	2	2018	331.3	1	2019	1266.3	1895	668
32	3	2	2018	331.3	2	2020	464.0	1895	204
32	3	2	2018	331.3	edge		132.0	1895	72
33	3	3	2017	619.2	Piscivorous			1736	1801
33	3	3	2017	619.2	1	2018	834.3	1660	970
33	3	3	2017	619.2	2	2019	653.1	1600	320
33	3	3	2017	619.2	3	2020	112.3	1590	208
33	3	3	2017	619.2	edge		132.5	1578	76
34	3	6	2014	671.9	Piscivorous			1633	2018
34	3	6	2014	671.9	1	2015	1018.6	1667	1000
34	3	6	2014	671.9	2	2016	212.1	1674	788
34	3	6	2014	671.9	3	2017	406.4	1688	382
34	3	6	2014	671.9	4	2018	99.7	1691	282
34	3	6	2014	671.9	5	2019	80.0	1694	202
34	3	6	2014	671.9	6	2020	70.2	1696	132
34	3	6	2014	671.9	edge		32.0	1697	100
35	3	3	2017	623.6	Piscivorous			1685	1798
35	3	3	2017	623.6	1	2018	942.0	1532	868
35	3	3	2017	623.6	2	2019	419.2	1465	455
35	3	3	2017	623.6	3	2020	127.3	1444	329
35	3	3	2017	623.6	edge		68.1	1433	262
36	2	9	2011	337.3	Piscivorous			1363	1875
36	2	9	2011	337.3	1	2012	824.6	1550	1072
36	2	9	2011	337.3	2	2013	236.8	1604	841
36	2	9	2011	337.3	3	2014	153.8	1638	691
36	2	9	2011	337.3	4	2015	156.7	1674	539
36	2	9	2011	337.3	5	2016	80.0	1692	461
36	2	9	2011	337.3	6	2017	173.7	1732	292
36	2	9	2011	337.3	7	2018	107.9	1756	187
36	2	9	2011	337.3	8	2019	75.9	1773	113
36	2	9	2011	337.3	9	2020	64.1	1788	50
36	2	9	2011	337.3	edge		14.5	1791	36
37	2	8	2012	479.1	Piscivorous			1634	1648
37	2	8	2012	479.1	1	2013	618.2	1749	1041
37	2	8	2012	479.1	2	2014	146.0	1776	897
37	2	8	2012	479.1	3	2015	116.5	1797	783
37	2	8	2012	479.1	4	2016	180.0	1831	606
37	2	8	2012	479.1	5	2017	139.7	1857	469
37	2	8	2012	479.1	6	2018	89.1	1873	381
37	2	8	2012	479.1	7	2019	20.4	1877	361
37	2	8	2012	479.1	8	2020	30.2	1883	331
37	2	8	2012	479.1	edge		18.6	1886	313
38	2	10	2010	228.4	Piscivorous			1857	1659
38	2	10	2010	228.4	1	2011	547.0	1851	1112
38	2	10	2010	228.4	2	2012	239.0	1848	873
38	2	10	2010	228.4	3	2013	151.0	1846	722
38	2	10	2010	228.4	4	2014	173.0	1844	549
38	2	10	2010	228.4	5	2015	128.1	1842	421
38	2	10	2010	228.4	6	2016	45.0	1842	376
38	2	10	2010	228.4	7	2017	60.0	1841	316
38	2	10	2010	228.4	8	2018	56.0	1840	260
38	2	10	2010	228.4	9	2019	38.0	1840	222
38	2	10	2010	228.4	10	2020	56.0	1839	166
38	2	10	2010	228.4	edge		28.0	1839	138
39	3	3	2017	588.3	Piscivorous			1875	1926
39	3	3	2017	588.3	1	2018	1196.7	2113	753
39	3	3	2017	588.3	2	2019	437.7	2200	324
39	3	3	2017	588.3	3	2020	235.3	2247	94
39	3	3	2017	588.3	edge		58.8	2259	36
4	3	1	2019	901.3	Piscivorous			1620	1887
4	3	1	2019	901.3	1	2020	1401.5	1305	521
4	3	1	2019	901.3	edge		211.8	1257	315
40	2	7	2013	378.5	Piscivorous			1455	2001
40	2	7	2013	378.5	1	2014	580.2	1469	1421
40	2	7	2013	378.5	2	2015	575.1	1483	846
40	2	7	2013	378.5	3	2016	336.3	1492	510
40	2	7	2013	378.5	4	2017	233.8	1497	276
40	2	7	2013	378.5	5	2018	75.0	1499	201
40	2	7	2013	378.5	6	2019	45.0	1500	156
40	2	7	2013	378.5	7	2020	81.1	1502	75
40	2	7	2013	378.5	edge		23.1	1503	52
41	2	2	2018	522.2	Piscivorous			1636	1843
41	2	2	2018	522.2	1	2019	838.4	1612	1005
41	2	2	2018	522.2	2	2020	438.3	1600	567
41	2	2	2018	522.2	edge		499.0	1586	68
42	2	2	2018	358.2	Piscivorous			1686	1748
42	2	2	2018	358.2	1	2019	922.3	1767	829
42	2	2	2018	358.2	2	2020	204.8	1785	625
42	2	2	2018	358.2	edge		495.1	1828	132
43	1	9	2011	419.0	Piscivorous			1434	1880
43	1	9	2011	419.0	1	2012	625.0	1439	1255
43	1	9	2011	419.0	2	2013	356.9	1441	898
43	1	9	2011	419.0	3	2014	190.0	1443	708
43	1	9	2011	419.0	4	2015	126.0	1444	582
43	1	9	2011	419.0	5	2016	198.0	1445	384
43	1	9	2011	419.0	6	2017	138.0	1446	246
43	1	9	2011	419.0	7	2018	38.0	1447	208
43	1	9	2011	419.0	8	2019	82.0	1447	126
43	1	9	2011	419.0	9	2020	58.0	1448	68
43	1	9	2011	419.0	edge		52.0	1448	16
44	2	8	2012	629.3	Piscivorous			1546	1826
44	2	8	2012	629.3	1	2013	961.0	1241	915
44	2	8	2012	629.3	2	2014	231.8	1167	695
44	2	8	2012	629.3	3	2015	248.5	1088	459
44	2	8	2012	629.3	4	2016	134.7	1045	332
44	2	8	2012	629.3	5	2017	97.7	1014	239
44	2	8	2012	629.3	6	2018	72.1	991	171
44	2	8	2012	629.3	7	2019	58.8	972	115
44	2	8	2012	629.3	8	2020	47.1	957	70
44	2	8	2012	629.3	edge		36.1	946	36
45	2	6	2014	808.7	Piscivorous			1847	1786
45	2	6	2014	808.7	1	2015	899.0	1850	887
45	2	6	2014	808.7	2	2016	347.0	1851	540
45	2	6	2014	808.7	3	2017	179.0	1852	361
45	2	6	2014	808.7	4	2018	118.0	1852	243
45	2	6	2014	808.7	5	2019	63.0	1853	180
45	2	6	2014	808.7	6	2020	57.0	1853	123
45	2	6	2014	808.7	edge		35.0	1853	88
46	2	5	2015	432.0	Piscivorous			1859	1740
46	2	5	2015	432.0	1	2016	654.1	1873	1086
46	2	5	2015	432.0	2	2017	358.0	1881	728
46	2	5	2015	432.0	3	2018	314.2	1887	414
46	2	5	2015	432.0	4	2019	212.7	1892	201
46	2	5	2015	432.0	5	2020	111.1	1894	90
46	2	5	2015	432.0	edge		42.2	1895	48
47	2	7	2013	467.9	Piscivorous			1724	1739
47	2	7	2013	467.9	1	2014	755.2	1742	984
47	2	7	2013	467.9	2	2015	262.0	1748	722
47	2	7	2013	467.9	3	2016	202.2	1752	520
47	2	7	2013	467.9	4	2017	138.1	1756	382
47	2	7	2013	467.9	5	2018	85.7	1758	296
47	2	7	2013	467.9	6	2019	74.3	1759	222
47	2	7	2013	467.9	7	2020	113.9	1762	108
47	2	7	2013	467.9	edge		90.1	1764	18
48	2	8	2012	527.4	Piscivorous			1439	1941
48	2	8	2012	527.4	1	2013	713.8	1330	1236
48	2	8	2012	527.4	2	2014	168.3	1304	1069
48	2	8	2012	527.4	3	2015	174.3	1277	897
48	2	8	2012	527.4	4	2016	257.8	1238	642
48	2	8	2012	527.4	5	2017	170.3	1211	474
48	2	8	2012	527.4	6	2018	111.5	1194	364
48	2	8	2012	527.4	7	2019	90.8	1180	274
48	2	8	2012	527.4	8	2020	93.4	1166	182
48	2	8	2012	527.4	edge		46.4	1159	136
49	1	3	2017	590.3	Piscivorous			1892	1812
49	1	3	2017	590.3	1	2018	1147.9	2049	675
49	1	3	2017	590.3	2	2019	305.5	2091	372
49	1	3	2017	590.3	3	2020	221.5	2121	153
49	1	3	2017	590.3	edge		140.2	2140	14
5	2	2	2018	590.5	Piscivorous			1847	1871
5	2	2	2018	590.5	1	2019	977.8	1690	906
5	2	2	2018	590.5	2	2020	566.2	1599	347
5	2	2	2018	590.5	edge		126.6	1579	222
50	3	6	2014	702.0	Piscivorous			1576	1945
50	3	6	2014	702.0	1	2015	855.3	1699	1099
50	3	6	2014	702.0	2	2016	373.9	1753	729
50	3	6	2014	702.0	3	2017	192.2	1780	538
50	3	6	2014	702.0	4	2018	123.6	1798	416
50	3	6	2014	702.0	5	2019	130.9	1817	286
50	3	6	2014	702.0	6	2020	184.4	1843	104
50	3	6	2014	702.0	edge		32.2	1848	72
51	2	4	2016	706.1	Piscivorous			1668	1859
51	2	4	2016	706.1	1	2017	924.4	1641	935
51	2	4	2016	706.1	2	2018	306.2	1632	629
51	2	4	2016	706.1	3	2019	164.0	1628	465
51	2	4	2016	706.1	4	2020	244.1	1621	221
51	2	4	2016	706.1	edge		21.0	1620	200
52	2	2	2018	921.1	Piscivorous			1378	1906
52	2	2	2018	921.1	1	2019	1069.5	1468	840
52	2	2	2018	921.1	2	2020	576.3	1516	266
52	2	2	2018	921.1	edge		168.6	1530	98
53	2	1	2019	244.6	Piscivorous			1665	1758
53	2	1	2019	244.6	1	2020	1241.3	1756	520
53	2	1	2019	244.6	edge		423.2	1787	98
54	2	2	2018	606.6	Piscivorous			2088	1787
54	2	2	2018	606.6	1	2019	1015.6	1984	777
54	2	2	2018	606.6	2	2020	599.4	1922	181
54	2	2	2018	606.6	edge		97.0	1912	84
55	3	2	2018	758.6	Piscivorous			1951	1867
55	3	2	2018	758.6	1	2019	1326.1	1804	549
55	3	2	2018	758.6	2	2020	203.4	1782	347
55	3	2	2018	758.6	edge		169.0	1763	179
56	2	5	2015	596.1	Piscivorous			1879	1747
56	2	5	2015	596.1	1	2016	861.8	1937	887
56	2	5	2015	596.1	2	2017	214.7	1951	673
56	2	5	2015	596.1	3	2018	216.8	1966	457
56	2	5	2015	596.1	4	2019	149.9	1976	307
56	2	5	2015	596.1	5	2020	97.3	1982	210
56	2	5	2015	596.1	edge		44.0	1985	166
57	2	3	2017	618.9	Piscivorous			1575	1856
57	2	3	2017	618.9	1	2018	897.7	1644	961
57	2	3	2017	618.9	2	2019	628.5	1692	334
57	2	3	2017	618.9	3	2020	152.9	1704	182
57	2	3	2017	618.9	edge		118.1	1713	64
58	3	5	2015	314.0	Piscivorous			1591	1990
58	3	5	2015	314.0	1	2016	1244.3	1567	746
58	3	5	2015	314.0	2	2017	354.0	1560	392
58	3	5	2015	314.0	3	2018	146.2	1557	246
58	3	5	2015	314.0	4	2019	95.9	1555	150
58	3	5	2015	314.0	5	2020	46.0	1554	104
58	3	5	2015	314.0	edge		46.0	1553	58
59	3	4	2016	596.0	Piscivorous			1775	1910
59	3	4	2016	596.0	1	2017	1130.0	1775	780
59	3	4	2016	596.0	2	2018	388.0	1775	392
59	3	4	2016	596.0	3	2019	0.0	1775	392
59	3	4	2016	596.0	4	2020	155.0	1775	237
59	3	4	2016	596.0	edge		53.0	1775	184
6	1	4	2016	383.5	Piscivorous			1669	1770
6	1	4	2016	383.5	1	2017	1117.9	1802	660
6	1	4	2016	383.5	2	2018	219.9	1828	442
6	1	4	2016	383.5	3	2019	116.3	1842	326
6	1	4	2016	383.5	4	2020	90.3	1852	236
6	1	4	2016	383.5	edge		38.7	1857	198
60	2	7	2013	538.8	Piscivorous			1605	1717
60	2	7	2013	538.8	1	2014	835.0	1604	882
60	2	7	2013	538.8	2	2015	153.0	1604	729
60	2	7	2013	538.8	3	2016	172.0	1604	557
60	2	7	2013	538.8	4	2017	201.0	1603	356
60	2	7	2013	538.8	5	2018	77.0	1603	279
60	2	7	2013	538.8	6	2019	68.0	1603	211
60	2	7	2013	538.8	7	2020	38.0	1603	173
60	2	7	2013	538.8	edge		35.0	1603	138
61	2	1	2019	808.2	Piscivorous			1560	1949
61	2	1	2019	808.2	1	2020	1549.0	1567	400
61	2	1	2019	808.2	edge		270.0	1568	130
62	2	5	2015	598.6	Piscivorous			1879	1920
62	2	5	2015	598.6	1	2016	1191.2	2056	742
62	2	5	2015	598.6	2	2017	328.4	2105	417
62	2	5	2015	598.6	3	2018	110.8	2121	308
62	2	5	2015	598.6	4	2019	113.6	2138	195
62	2	5	2015	598.6	5	2020	100.1	2153	96
62	2	5	2015	598.6	edge		26.6	2157	70
63	2	2	2018	702.0	Piscivorous			1910	1771
63	2	2	2018	702.0	1	2019	988.0	1642	820
63	2	2	2018	702.0	2	2020	446.4	1521	390
63	2	2	2018	702.0	edge		164.6	1476	232
64	3	3	2017	740.8	Piscivorous			1518	1918
64	3	3	2017	740.8	1	2018	979.5	1550	939
64	3	3	2017	740.8	2	2019	647.5	1572	292
64	3	3	2017	740.8	3	2020	130.1	1576	162
64	3	3	2017	740.8	edge		66.0	1578	96
65	2	8	2012	368.4	Piscivorous			1683	1675
65	2	8	2012	368.4	1	2013	503.1	1628	1175
65	2	8	2012	368.4	2	2014	189.3	1607	987
65	2	8	2012	368.4	3	2015	126.8	1593	861
65	2	8	2012	368.4	4	2016	108.8	1581	753
65	2	8	2012	368.4	5	2017	153.3	1564	600
65	2	8	2012	368.4	6	2018	116.8	1552	484
65	2	8	2012	368.4	7	2019	76.6	1543	408
65	2	8	2012	368.4	8	2020	48.4	1538	360
65	2	8	2012	368.4	edge		98.5	1527	262
66	2	1	2019	680.0	Piscivorous			1726	1737
66	2	1	2019	680.0	1	2020	879.2	1713	858
66	2	1	2019	680.0	edge		780.0	1702	78
67	2	9	2011	286.8	Piscivorous			1841	1813
67	2	9	2011	286.8	1	2012	473.8	1680	1367
67	2	9	2011	286.8	2	2013	244.3	1597	1138
67	2	9	2011	286.8	3	2014	156.2	1543	991
67	2	9	2011	286.8	4	2015	138.6	1496	861
67	2	9	2011	286.8	5	2016	209.2	1425	664
67	2	9	2011	286.8	6	2017	145.1	1376	527
67	2	9	2011	286.8	7	2018	103.5	1340	430
67	2	9	2011	286.8	8	2019	99.4	1307	337
67	2	9	2011	286.8	9	2020	56.1	1287	284
67	2	9	2011	286.8	edge		30.7	1277	255
68	2	5	2015	560.4	Piscivorous			1739	1774
68	2	5	2015	560.4	1	2016	947.1	1620	834
68	2	5	2015	560.4	2	2017	270.4	1586	566
68	2	5	2015	560.4	3	2018	138.7	1569	429
68	2	5	2015	560.4	4	2019	117.3	1554	312
68	2	5	2015	560.4	5	2020	58.8	1547	254
68	2	5	2015	560.4	edge		46.1	1541	208
69	2	3	2017	764.9	Piscivorous			1602	1859
69	2	3	2017	764.9	1	2018	978.1	1591	881
69	2	3	2017	764.9	2	2019	441.0	1586	440
69	2	3	2017	764.9	3	2020	150.0	1585	290
69	2	3	2017	764.9	edge		57.0	1584	233
7	2	6	2014	584.1	Piscivorous			1566	1899
7	2	6	2014	584.1	1	2015	718.8	1514	1182
7	2	6	2014	584.1	2	2016	319.6	1491	863
7	2	6	2014	584.1	3	2017	294.3	1470	570
7	2	6	2014	584.1	4	2018	198.1	1456	372
7	2	6	2014	584.1	5	2019	153.9	1444	219
7	2	6	2014	584.1	6	2020	62.4	1440	156
7	2	6	2014	584.1	edge		54.6	1436	102
