Sample	Quality	Age	Cohort	Piscivorous	I	Year	Increment	X	Y
292	1	1	2019	1030.7	Piscivorous			1488	1771
292	1	1	2019	1030.7	1	2020	1375.3	1709	413
292	1	1	2019	1030.7	edge		78.2	1722	336
1	2	7	2013	673.1	Piscivorous			1680	2064
1	2	7	2013	673.1	1	2014	1030.5	1577	1039
1	2	7	2013	673.1	2	2015	261.1	1551	779
1	2	7	2013	673.1	3	2016	211.3	1530	569
1	2	7	2013	673.1	4	2017	117.0	1518	452
1	2	7	2013	673.1	5	2018	95.9	1509	357
1	2	7	2013	673.1	6	2019	113.4	1497	244
1	2	7	2013	673.1	7	2020	92.3	1488	152
1	2	7	2013	673.1	edge		120.6	1476	32
10	3	2	2018	823.2	Piscivorous			1780	1716
10	3	2	2018	823.2	1	2019	1401.6	1908	320
10	3	2	2018	823.2	2	2020	104.7	1917	216
10	3	2	2018	823.2	edge		116.5	1928	100
100	3	1	2019	714.9	Piscivorous			1788	1914
100	3	1	2019	714.9	1	2020	916.4	1880	1002
100	3	1	2019	714.9	edge		940.9	1974	66
101	2	2	2018	906.2	Piscivorous			1844	1960
101	2	2	2018	906.2	1	2019	1257.7	1681	713
101	2	2	2018	906.2	2	2020	616.5	1601	102
101	2	2	2018	906.2	edge		38.0	1596	64
102	3	9	2011	366.9	Piscivorous			1735	1903
102	3	9	2011	366.9	1	2012	458.7	1696	1446
102	3	9	2011	366.9	2	2013	240.9	1676	1206
102	3	9	2011	366.9	3	2014	301.5	1650	906
102	3	9	2011	366.9	4	2015	163.2	1636	743
102	3	9	2011	366.9	5	2016	137.2	1624	606
102	3	9	2011	366.9	6	2017	157.0	1611	450
102	3	9	2011	366.9	7	2018	189.6	1595	261
102	3	9	2011	366.9	8	2019	98.6	1586	163
102	3	9	2011	366.9	9	2020	75.5	1580	87
102	3	9	2011	366.9	edge		12.5	1579	75
103	1	3	2017	535.8	Piscivorous			1664	1792
103	1	3	2017	535.8	1	2018	839.4	1562	959
103	1	3	2017	535.8	2	2019	211.9	1537	748
103	1	3	2017	535.8	3	2020	356.8	1494	394
103	1	3	2017	535.8	edge		244.0	1464	152
104	2	4	2016	606.0	Piscivorous			1704	1800
104	2	4	2016	606.0	1	2017	881.6	1581	927
104	2	4	2016	606.0	2	2018	136.6	1562	792
104	2	4	2016	606.0	3	2019	190.5	1535	603
104	2	4	2016	606.0	4	2020	123.9	1518	480
104	2	4	2016	606.0	edge		212.6	1488	270
105	2	5	2015	630.8	Piscivorous			1660	1852
105	2	5	2015	630.8	1	2016	857.2	1678	995
105	2	5	2015	630.8	2	2017	201.7	1683	793
105	2	5	2015	630.8	3	2018	162.0	1686	631
105	2	5	2015	630.8	4	2019	198.5	1690	433
105	2	5	2015	630.8	5	2020	184.2	1694	249
105	2	5	2015	630.8	edge		88.7	1696	160
106	3	4	2016	688.9	Piscivorous			1750	1877
106	3	4	2016	688.9	1	2017	906.5	1717	971
106	3	4	2016	688.9	2	2018	307.1	1705	665
106	3	4	2016	688.9	3	2019	172.2	1699	492
106	3	4	2016	688.9	4	2020	237.9	1690	255
106	3	4	2016	688.9	edge		33.5	1689	221
107	3	3	2017	861.7	Piscivorous			1951	1898
107	3	3	2017	861.7	1	2018	1697.9	1227	362
107	3	3	2017	861.7	2	2019	133.7	1170	241
107	3	3	2017	861.7	3	2020	191.6	1089	67
107	3	3	2017	861.7	edge		15.7	1082	53
108	3	2	2018	760.1	Piscivorous			1855	1873
108	3	2	2018	760.1	1	2019	1228.0	1725	652
108	3	2	2018	760.1	2	2020	103.5	1714	549
108	3	2	2018	760.1	edge		212.2	1691	338
109	3	6	2014	496.0	Piscivorous			1471	1922
109	3	6	2014	496.0	1	2015	864.7	1470	1058
109	3	6	2014	496.0	2	2016	266.5	1469	791
109	3	6	2014	496.0	3	2017	241.8	1468	549
109	3	6	2014	496.0	4	2018	159.9	1468	390
109	3	6	2014	496.0	5	2019	98.4	1468	291
109	3	6	2014	496.0	6	2020	90.2	1468	201
109	3	6	2014	496.0	edge		82.1	1467	119
11	2	3	2017	515.0	Piscivorous			1672	1713
11	2	3	2017	515.0	1	2018	885.8	1663	828
11	2	3	2017	515.0	2	2019	290.8	1659	537
11	2	3	2017	515.0	3	2020	184.5	1657	352
11	2	3	2017	515.0	edge		122.7	1656	230
110	2	2	2018	764.6	Piscivorous			1676	1936
110	2	2	2018	764.6	1	2019	1125.2	1618	812
110	2	2	2018	764.6	2	2020	548.9	1590	264
110	2	2	2018	764.6	edge		188.4	1580	76
111	3	0	2020	709.2	Piscivorous			1808	1722
111	3	0	2020	709.2	edge		1578.3	1832	143
112	1	5	2015	600.1	Piscivorous			1508	1800
112	1	5	2015	600.1	1	2016	772.0	1541	1029
112	1	5	2015	600.1	2	2017	161.7	1548	867
112	1	5	2015	600.1	3	2018	206.9	1556	660
112	1	5	2015	600.1	4	2019	216.6	1566	444
112	1	5	2015	600.1	5	2020	162.2	1572	282
112	1	5	2015	600.1	edge		36.0	1574	246
113	3	8	2012	603.8	Piscivorous			1508	1931
113	3	8	2012	603.8	1	2013	785.0	1563	1147
113	3	8	2012	603.8	2	2014	211.2	1577	937
113	3	8	2012	603.8	3	2015	334.4	1601	603
113	3	8	2012	603.8	4	2016	198.8	1614	405
113	3	8	2012	603.8	5	2017	122.8	1623	282
113	3	8	2012	603.8	6	2018	61.2	1627	221
113	3	8	2012	603.8	7	2019	59.4	1631	162
113	3	8	2012	603.8	8	2020	66.7	1636	95
113	3	8	2012	603.8	edge		54.6	1640	41
114	2	6	2014	615.7	Piscivorous			1674	1797
114	2	6	2014	615.7	1	2015	936.5	1716	861
114	2	6	2014	615.7	2	2016	153.9	1723	708
114	2	6	2014	615.7	3	2017	158.6	1731	549
114	2	6	2014	615.7	4	2018	96.4	1735	453
114	2	6	2014	615.7	5	2019	118.1	1740	335
114	2	6	2014	615.7	6	2020	71.9	1743	263
114	2	6	2014	615.7	edge		56.1	1746	207
115	2	5	2015	566.7	Piscivorous			1570	1856
115	2	5	2015	566.7	1	2016	865.1	1481	996
115	2	5	2015	566.7	2	2017	245.0	1456	752
115	2	5	2015	566.7	3	2018	118.4	1444	634
115	2	5	2015	566.7	4	2019	256.0	1417	380
115	2	5	2015	566.7	5	2020	180.8	1399	200
115	2	5	2015	566.7	edge		150.4	1383	50
116	2	7	2013	622.2	Piscivorous			1748	2068
116	2	7	2013	622.2	1	2014	968.0	1742	1100
116	2	7	2013	622.2	2	2015	183.9	1741	916
116	2	7	2013	622.2	3	2016	332.0	1739	584
116	2	7	2013	622.2	4	2017	228.2	1738	356
116	2	7	2013	622.2	5	2018	99.9	1737	256
116	2	7	2013	622.2	6	2019	72.0	1737	184
116	2	7	2013	622.2	7	2020	56.1	1736	128
116	2	7	2013	622.2	edge		55.9	1736	72
118	3	3	2017	586.7	Piscivorous			1353	1512
118	3	3	2017	586.7	1	2018	955.0	1347	557
118	3	3	2017	586.7	2	2019	147.6	1346	410
118	3	3	2017	586.7	3	2020	151.7	1345	258
118	3	3	2017	586.7	edge		159.8	1344	98
119	2	5	2015	426.6	Piscivorous			1623	1795
119	2	5	2015	426.6	1	2016	1046.9	1679	750
119	2	5	2015	426.6	2	2017	0.0	1679	750
119	2	5	2015	426.6	3	2018	144.6	1687	606
119	2	5	2015	426.6	4	2019	227.7	1699	378
119	2	5	2015	426.6	5	2020	192.6	1709	186
119	2	5	2015	426.6	edge		75.3	1713	111
12	2	2	2018	1136.8	Piscivorous			1635	1836
12	2	2	2018	1136.8	1	2019	1360.9	1618	476
12	2	2	2018	1136.8	2	2020	188.6	1616	287
12	2	2	2018	1136.8	edge		45.1	1615	242
120	2	6	2014	369.9	Piscivorous			1808	1717
120	2	6	2014	369.9	1	2015	632.0	1737	1089
120	2	6	2014	369.9	2	2016	130.9	1722	959
120	2	6	2014	369.9	3	2017	139.9	1707	820
120	2	6	2014	369.9	4	2018	356.1	1667	467
120	2	6	2014	369.9	5	2019	89.6	1657	377
120	2	6	2014	369.9	6	2020	69.2	1649	309
120	2	6	2014	369.9	edge		83.8	1640	225
121	1	4	2016	639.0	Piscivorous			1686	1680
121	1	4	2016	639.0	1	2017	765.0	1525	932
121	1	4	2016	639.0	2	2018	78.8	1509	855
121	1	4	2016	639.0	3	2019	177.7	1472	681
121	1	4	2016	639.0	4	2020	146.5	1441	538
121	1	4	2016	639.0	edge		304.9	1377	240
122	2	9	2011	408.2	Piscivorous			1973	1917
122	2	9	2011	408.2	1	2012	565.1	1961	1352
122	2	9	2011	408.2	2	2013	311.0	1954	1041
122	2	9	2011	408.2	3	2014	248.2	1948	793
122	2	9	2011	408.2	4	2015	133.6	1945	659
122	2	9	2011	408.2	5	2016	111.0	1943	548
122	2	9	2011	408.2	6	2017	147.7	1940	401
122	2	9	2011	408.2	7	2018	111.9	1937	289
122	2	9	2011	408.2	8	2019	112.5	1935	176
122	2	9	2011	408.2	9	2020	79.9	1933	97
122	2	9	2011	408.2	edge		81.6	1931	15
123	2	2	2018	963.5	Piscivorous			1660	1906
123	2	2	2018	963.5	1	2019	1229.7	1677	676
123	2	2	2018	963.5	2	2020	307.7	1681	369
123	2	2	2018	963.5	edge		290.9	1685	78
124	2	2	2018	896.0	Piscivorous			1752	1644
124	2	2	2018	896.0	1	2019	1055.6	1670	592
124	2	2	2018	896.0	2	2020	280.3	1648	312
124	2	2	2018	896.0	edge		160.6	1636	152
125	2	5	2015	624.8	Piscivorous			1428	1744
125	2	5	2015	624.8	1	2016	948.6	1400	796
125	2	5	2015	624.8	2	2017	279.9	1392	516
125	2	5	2015	624.8	3	2018	199.9	1386	316
125	2	5	2015	624.8	4	2019	72.2	1384	244
125	2	5	2015	624.8	5	2020	84.8	1382	159
125	2	5	2015	624.8	edge		51.3	1380	108
126	2	4	2016	409.9	Piscivorous			1824	1672
126	2	4	2016	409.9	1	2017	980.5	1870	693
126	2	4	2016	409.9	2	2018	132.0	1877	561
126	2	4	2016	409.9	3	2019	179.7	1885	382
126	2	4	2016	409.9	4	2020	159.4	1893	222
126	2	4	2016	409.9	edge		107.8	1898	115
127	3	4	2016	668.2	Piscivorous			1644	1832
127	3	4	2016	668.2	1	2017	912.3	1577	922
127	3	4	2016	668.2	2	2018	291.4	1556	632
127	3	4	2016	668.2	3	2019	143.4	1546	489
127	3	4	2016	668.2	4	2020	210.0	1530	279
127	3	4	2016	668.2	edge		78.6	1525	201
128	3	6	2014	874.5	Piscivorous			1824	1984
128	3	6	2014	874.5	1	2015	1254.3	1724	733
128	3	6	2014	874.5	2	2016	192.4	1709	542
128	3	6	2014	874.5	3	2017	113.6	1700	428
128	3	6	2014	874.5	4	2018	147.1	1688	282
128	3	6	2014	874.5	5	2019	106.2	1680	176
128	3	6	2014	874.5	6	2020	97.4	1672	79
128	3	6	2014	874.5	edge		50.3	1668	29
129	3	6	2014	660.0	Piscivorous			1828	1799
129	3	6	2014	660.0	1	2015	889.3	1824	910
129	3	6	2014	660.0	2	2016	139.3	1823	771
129	3	6	2014	660.0	3	2017	139.3	1822	631
129	3	6	2014	660.0	4	2018	156.2	1821	475
129	3	6	2014	660.0	5	2019	126.7	1821	349
129	3	6	2014	660.0	6	2020	106.6	1820	242
129	3	6	2014	660.0	edge		73.9	1820	168
13	1	6	2014	796.2	Piscivorous			1664	1865
13	1	6	2014	796.2	1	2015	904.0	1687	961
13	1	6	2014	796.2	2	2016	144.0	1691	817
13	1	6	2014	796.2	3	2017	209.6	1697	608
13	1	6	2014	796.2	4	2018	163.3	1701	445
13	1	6	2014	796.2	5	2019	161.4	1705	283
13	1	6	2014	796.2	6	2020	96.0	1707	187
13	1	6	2014	796.2	edge		68.4	1709	119
130	1	3	2017	922.2	Piscivorous			1742	1836
130	1	3	2017	922.2	1	2018	1145.6	1655	694
130	1	3	2017	922.2	2	2019	384.5	1626	311
130	1	3	2017	922.2	3	2020	207.1	1611	104
130	1	3	2017	922.2	edge		50.9	1607	53
131	2	0	2020	665.3	Piscivorous			1705	1873
131	2	0	2020	665.3	edge		1590.6	1730	283
132	2	7	2013	434.9	Piscivorous			1697	2004
132	2	7	2013	434.9	1	2014	636.7	1562	1382
132	2	7	2013	434.9	2	2015	338.7	1490	1051
132	2	7	2013	434.9	3	2016	121.0	1464	933
132	2	7	2013	434.9	4	2017	245.4	1412	693
132	2	7	2013	434.9	5	2018	283.7	1352	416
132	2	7	2013	434.9	6	2019	239.6	1302	182
132	2	7	2013	434.9	7	2020	101.4	1280	83
132	2	7	2013	434.9	edge		63.6	1267	20
133	2	3	2017	780.9	Piscivorous			1955	1791
133	2	3	2017	780.9	1	2018	1145.3	1696	676
133	2	3	2017	780.9	2	2019	137.3	1665	542
133	2	3	2017	780.9	3	2020	185.2	1623	361
133	2	3	2017	780.9	edge		198.5	1578	168
134	1	2	2018	720.4	Piscivorous			1709	1812
134	1	2	2018	720.4	1	2019	1015.3	1594	803
134	1	2	2018	720.4	2	2020	353.5	1553	452
134	1	2	2018	720.4	edge		359.9	1512	94
135	2	4	2016	521.3	Piscivorous			1406	1947
135	2	4	2016	521.3	1	2017	901.0	1484	1049
135	2	4	2016	521.3	2	2018	404.6	1520	646
135	2	4	2016	521.3	3	2019	287.3	1545	360
135	2	4	2016	521.3	4	2020	122.5	1555	238
135	2	4	2016	521.3	edge		74.4	1562	164
136	2	8	2012	418.1	Piscivorous			1828	2254
136	2	8	2012	418.1	1	2013	708.7	1801	1546
136	2	8	2012	418.1	2	2014	237.2	1792	1309
136	2	8	2012	418.1	3	2015	341.2	1778	968
136	2	8	2012	418.1	4	2016	216.3	1770	752
136	2	8	2012	418.1	5	2017	173.6	1763	579
136	2	8	2012	418.1	6	2018	200.9	1756	378
136	2	8	2012	418.1	7	2019	221.5	1747	157
136	2	8	2012	418.1	8	2020	66.8	1744	90
136	2	8	2012	418.1	edge		61.1	1742	29
137	1	2	2018	857.3	Piscivorous			1931	1795
137	1	2	2018	857.3	1	2019	1138.3	1819	663
137	1	2	2018	857.3	2	2020	340.2	1786	324
137	1	2	2018	857.3	edge		276.1	1758	49
138	1	3	2017	534.5	Piscivorous			1404	1844
138	1	3	2017	534.5	1	2018	889.0	1517	962
138	1	3	2017	534.5	2	2019	636.1	1598	331
138	1	3	2017	534.5	3	2020	144.9	1616	187
138	1	3	2017	534.5	edge		64.0	1624	124
139	1	5	2015	603.9	Piscivorous			1656	1918
139	1	5	2015	603.9	1	2016	787.5	1628	1131
139	1	5	2015	603.9	2	2017	336.9	1616	795
139	1	5	2015	603.9	3	2018	188.7	1610	606
139	1	5	2015	603.9	4	2019	151.5	1604	455
139	1	5	2015	603.9	5	2020	208.9	1597	246
139	1	5	2015	603.9	edge		192.7	1590	53
14	2	3	2017	845.2	Piscivorous			2062	1963
14	2	3	2017	845.2	1	2018	1710.3	1433	373
14	2	3	2017	845.2	2	2019	93.6	1399	286
14	2	3	2017	845.2	3	2020	114.2	1357	179
14	2	3	2017	845.2	edge		78.4	1328	107
140	2	3	2017	633.5	Piscivorous			1508	1681
140	2	3	2017	633.5	1	2018	854.4	1389	835
140	2	3	2017	633.5	2	2019	332.8	1342	505
140	2	3	2017	633.5	3	2020	219.1	1311	288
140	2	3	2017	633.5	edge		55.1	1303	234
141	2	8	2012	418.3	Piscivorous			2000	1932
141	2	8	2012	418.3	1	2013	558.4	1917	1380
141	2	8	2012	418.3	2	2014	255.1	1879	1128
141	2	8	2012	418.3	3	2015	242.1	1843	888
141	2	8	2012	418.3	4	2016	227.5	1809	663
141	2	8	2012	418.3	5	2017	137.5	1788	527
141	2	8	2012	418.3	6	2018	143.6	1767	385
141	2	8	2012	418.3	7	2019	170.9	1741	216
141	2	8	2012	418.3	8	2020	101.9	1726	116
141	2	8	2012	418.3	edge		40.1	1720	76
142	2	9	2011	357.8	Piscivorous			1574	1767
142	2	9	2011	357.8	1	2012	489.8	1529	1279
142	2	9	2011	357.8	2	2013	197.0	1511	1083
142	2	9	2011	357.8	3	2014	230.8	1490	853
142	2	9	2011	357.8	4	2015	223.0	1470	631
142	2	9	2011	357.8	5	2016	121.0	1459	510
142	2	9	2011	357.8	6	2017	111.0	1448	400
142	2	9	2011	357.8	7	2018	77.5	1441	322
142	2	9	2011	357.8	8	2019	88.0	1433	235
142	2	9	2011	357.8	9	2020	83.1	1426	152
142	2	9	2011	357.8	edge		82.8	1418	70
143	1	8	2012	414.0	Piscivorous			1488	1939
143	1	8	2012	414.0	1	2013	532.9	1494	1406
143	1	8	2012	414.0	2	2014	209.1	1496	1197
143	1	8	2012	414.0	3	2015	242.0	1498	955
143	1	8	2012	414.0	4	2016	258.0	1501	697
143	1	8	2012	414.0	5	2017	163.9	1503	533
143	1	8	2012	414.0	6	2018	90.2	1504	443
143	1	8	2012	414.0	7	2019	90.2	1505	353
143	1	8	2012	414.0	8	2020	217.4	1507	135
143	1	8	2012	414.0	edge		118.8	1508	16
144	2	6	2014	566.4	Piscivorous			1914	1881
144	2	6	2014	566.4	1	2015	814.7	1688	1099
144	2	6	2014	566.4	2	2016	238.1	1622	870
144	2	6	2014	566.4	3	2017	179.0	1573	698
144	2	6	2014	566.4	4	2018	268.6	1498	440
144	2	6	2014	566.4	5	2019	167.2	1452	279
144	2	6	2014	566.4	6	2020	101.9	1424	181
144	2	6	2014	566.4	edge		94.6	1398	90
145	2	8	2012	319.7	Piscivorous			1512	1857
145	2	8	2012	319.7	1	2013	655.6	1567	1204
145	2	8	2012	319.7	2	2014	159.7	1581	1044
145	2	8	2012	319.7	3	2015	148.4	1593	897
145	2	8	2012	319.7	4	2016	286.3	1617	611
145	2	8	2012	319.7	5	2017	103.5	1626	508
145	2	8	2012	319.7	6	2018	185.9	1641	323
145	2	8	2012	319.7	7	2019	97.3	1649	226
145	2	8	2012	319.7	8	2020	83.1	1656	143
145	2	8	2012	319.7	edge		94.3	1664	49
146	1	4	2016	652.1	Piscivorous			1868	1952
146	1	4	2016	652.1	1	2017	940.5	1811	1013
146	1	4	2016	652.1	2	2018	253.8	1796	760
146	1	4	2016	652.1	3	2019	354.0	1774	407
146	1	4	2016	652.1	4	2020	203.3	1762	204
146	1	4	2016	652.1	edge		167.9	1752	36
147	3	8	2012	270.7	Piscivorous			1787	2004
147	3	8	2012	270.7	1	2013	647.7	1801	1357
147	3	8	2012	270.7	2	2014	246.0	1806	1111
147	3	8	2012	270.7	3	2015	155.5	1809	955
147	3	8	2012	270.7	4	2016	205.2	1813	750
147	3	8	2012	270.7	5	2017	148.1	1816	602
147	3	8	2012	270.7	6	2018	240.7	1821	361
147	3	8	2012	270.7	7	2019	160.1	1825	201
147	3	8	2012	270.7	8	2020	71.1	1826	130
147	3	8	2012	270.7	edge		93.5	1828	37
148	1	3	2017	656.0	Piscivorous			1691	1840
148	1	3	2017	656.0	1	2018	932.4	1668	908
148	1	3	2017	656.0	2	2019	108.1	1665	800
148	1	3	2017	656.0	3	2020	259.7	1658	540
148	1	3	2017	656.0	edge		292.3	1651	248
149	2	8	2012	414.2	Piscivorous			1582	1881
149	2	8	2012	414.2	1	2013	521.8	1550	1361
149	2	8	2012	414.2	2	2014	106.1	1543	1255
149	2	8	2012	414.2	3	2015	122.0	1536	1133
149	2	8	2012	414.2	4	2016	225.3	1522	908
149	2	8	2012	414.2	5	2017	137.8	1513	771
149	2	8	2012	414.2	6	2018	213.2	1500	558
149	2	8	2012	414.2	7	2019	131.7	1492	426
149	2	8	2012	414.2	8	2020	78.2	1487	348
149	2	8	2012	414.2	edge		57.3	1484	291
15	2	2	2018	750.9	Piscivorous			1492	1705
15	2	2	2018	750.9	1	2019	1189.3	1589	520
15	2	2	2018	750.9	2	2020	199.5	1606	321
15	2	2	2018	750.9	edge		211.0	1623	111
150	1	6	2014	516.9	Piscivorous			1754	1750
150	1	6	2014	516.9	1	2015	637.9	1782	1113
150	1	6	2014	516.9	2	2016	170.7	1789	942
150	1	6	2014	516.9	3	2017	143.5	1796	799
150	1	6	2014	516.9	4	2018	190.3	1804	609
150	1	6	2014	516.9	5	2019	113.3	1809	496
150	1	6	2014	516.9	6	2020	159.9	1816	336
150	1	6	2014	516.9	edge		98.3	1820	238
151	3	9	2011	383.4	Piscivorous			1406	1615
151	3	9	2011	383.4	1	2012	614.4	1321	1006
151	3	9	2011	383.4	2	2013	102.6	1306	905
151	3	9	2011	383.4	3	2014	223.7	1275	683
151	3	9	2011	383.4	4	2015	122.9	1258	562
151	3	9	2011	383.4	5	2016	114.8	1242	448
151	3	9	2011	383.4	6	2017	115.9	1226	333
151	3	9	2011	383.4	7	2018	50.4	1219	283
151	3	9	2011	383.4	8	2019	69.6	1210	214
151	3	9	2011	383.4	9	2020	63.7	1201	151
151	3	9	2011	383.4	edge		57.4	1193	94
152	2	5	2015	488.0	Piscivorous			1709	1972
152	2	5	2015	488.0	1	2016	1151.3	1666	821
152	2	5	2015	488.0	2	2017	148.4	1660	673
152	2	5	2015	488.0	3	2018	126.5	1655	546
152	2	5	2015	488.0	4	2019	125.8	1650	421
152	2	5	2015	488.0	5	2020	192.7	1643	228
152	2	5	2015	488.0	edge		93.0	1640	135
153	2	3	2017	1071.9	Piscivorous			1708	2000
153	2	3	2017	1071.9	1	2018	1488.3	1882	522
153	2	3	2017	1071.9	2	2019	223.3	1908	300
153	2	3	2017	1071.9	3	2020	210.7	1933	91
153	2	3	2017	1071.9	edge		59.4	1940	32
154	2	6	2014	416.7	Piscivorous			1758	1797
154	2	6	2014	416.7	1	2015	574.9	1793	1223
154	2	6	2014	416.7	2	2016	381.6	1816	842
154	2	6	2014	416.7	3	2017	197.6	1828	645
154	2	6	2014	416.7	4	2018	169.4	1838	476
154	2	6	2014	416.7	5	2019	171.1	1848	305
154	2	6	2014	416.7	6	2020	188.5	1860	117
154	2	6	2014	416.7	edge		34.9	1862	82
155	1	3	2017	752.0	Piscivorous			1602	1662
155	1	3	2017	752.0	1	2018	912.5	1691	754
155	1	3	2017	752.0	2	2019	302.6	1720	453
155	1	3	2017	752.0	3	2020	128.6	1733	325
155	1	3	2017	752.0	edge		133.4	1746	192
156	2	4	2016	557.5	Piscivorous			1734	1894
156	2	4	2016	557.5	1	2017	1031.4	1809	865
156	2	4	2016	557.5	2	2018	161.2	1821	704
156	2	4	2016	557.5	3	2019	328.3	1845	377
156	2	4	2016	557.5	4	2020	273.7	1864	104
156	2	4	2016	557.5	edge		63.1	1869	41
157	2	5	2015	348.3	Piscivorous			1509	1920
157	2	5	2015	348.3	1	2016	711.3	1433	1213
157	2	5	2015	348.3	2	2017	231.8	1408	982
157	2	5	2015	348.3	3	2018	472.9	1358	512
157	2	5	2015	348.3	4	2019	218.0	1334	295
157	2	5	2015	348.3	5	2020	104.5	1323	191
157	2	5	2015	348.3	edge		56.8	1317	135
158	2	5	2015	422.6	Piscivorous			1422	2066
158	2	5	2015	422.6	1	2016	991.6	1386	1075
158	2	5	2015	422.6	2	2017	259.8	1377	815
158	2	5	2015	422.6	3	2018	253.9	1367	562
158	2	5	2015	422.6	4	2019	168.3	1361	393
158	2	5	2015	422.6	5	2020	178.6	1355	215
158	2	5	2015	422.6	edge		55.0	1353	160
159	2	5	2015	420.8	Piscivorous			1594	1815
159	2	5	2015	420.8	1	2016	632.7	1577	1183
159	2	5	2015	420.8	2	2017	202.3	1571	980
159	2	5	2015	420.8	3	2018	296.3	1563	684
159	2	5	2015	420.8	4	2019	270.4	1556	414
159	2	5	2015	420.8	5	2020	149.4	1552	264
159	2	5	2015	420.8	edge		78.4	1550	186
16	2	5	2015	410.0	Piscivorous			1972	1800
16	2	5	2015	410.0	1	2016	591.9	1982	1208
16	2	5	2015	410.0	2	2017	384.4	1989	824
16	2	5	2015	410.0	3	2018	198.9	1992	625
16	2	5	2015	410.0	4	2019	246.2	1996	379
16	2	5	2015	410.0	5	2020	147.9	1999	231
16	2	5	2015	410.0	edge		75.0	2000	156
160	2	9	2011	200.0	Piscivorous			1824	1759
160	2	9	2011	200.0	1	2012	298.4	1802	1461
160	2	9	2011	200.0	2	2013	220.2	1785	1242
160	2	9	2011	200.0	3	2014	209.6	1770	1033
160	2	9	2011	200.0	4	2015	169.3	1757	864
160	2	9	2011	200.0	5	2016	133.0	1747	731
160	2	9	2011	200.0	6	2017	144.5	1736	587
160	2	9	2011	200.0	7	2018	128.9	1727	459
160	2	9	2011	200.0	8	2019	74.1	1721	385
160	2	9	2011	200.0	9	2020	127.0	1712	258
160	2	9	2011	200.0	edge		77.5	1706	181
161	2	3	2017	348.8	Piscivorous			1881	1771
161	2	3	2017	348.8	1	2018	959.5	1836	812
161	2	3	2017	348.8	2	2019	159.0	1828	653
161	2	3	2017	348.8	3	2020	120.6	1823	533
161	2	3	2017	348.8	edge		488.4	1799	45
162	2	3	2017	1081.6	Piscivorous			1800	2160
162	2	3	2017	1081.6	1	2018	1526.6	1652	641
162	2	3	2017	1081.6	2	2019	311.3	1621	331
162	2	3	2017	1081.6	3	2020	211.0	1601	121
162	2	3	2017	1081.6	edge		79.1	1593	42
163	2	5	2015	294.4	Piscivorous			1892	1756
163	2	5	2015	294.4	1	2016	436.1	1882	1320
163	2	5	2015	294.4	2	2017	347.9	1875	972
163	2	5	2015	294.4	3	2018	388.2	1866	584
163	2	5	2015	294.4	4	2019	152.3	1863	432
163	2	5	2015	294.4	5	2020	161.9	1859	270
163	2	5	2015	294.4	edge		134.1	1856	136
164	2	6	2014	274.1	Piscivorous			1473	1767
164	2	6	2014	274.1	1	2015	572.2	1303	1221
164	2	6	2014	274.1	2	2016	293.3	1216	941
164	2	6	2014	274.1	3	2017	270.4	1135	683
164	2	6	2014	274.1	4	2018	221.0	1069	471
164	2	6	2014	274.1	5	2019	146.0	1026	332
164	2	6	2014	274.1	6	2020	77.0	1003	259
164	2	6	2014	274.1	edge		54.0	987	207
165	2	3	2017	554.0	Piscivorous			1619	1713
165	2	3	2017	554.0	1	2018	762.2	1480	964
165	2	3	2017	554.0	2	2019	136.8	1455	830
165	2	3	2017	554.0	3	2020	273.4	1405	561
165	2	3	2017	554.0	edge		328.6	1344	238
166	2	5	2015	567.8	Piscivorous			1398	1771
166	2	5	2015	567.8	1	2016	719.7	1478	1055
166	2	5	2015	567.8	2	2017	228.6	1503	828
166	2	5	2015	567.8	3	2018	189.7	1524	640
166	2	5	2015	567.8	4	2019	136.7	1540	504
166	2	5	2015	567.8	5	2020	144.9	1556	360
166	2	5	2015	567.8	edge		53.0	1562	307
167	3	5	2015	509.6	Piscivorous			1631	1722
167	3	5	2015	509.6	1	2016	786.2	1601	936
167	3	5	2015	509.6	2	2017	329.3	1588	607
167	3	5	2015	509.6	3	2018	193.1	1580	414
167	3	5	2015	509.6	4	2019	119.3	1576	295
167	3	5	2015	509.6	5	2020	135.0	1570	160
167	3	5	2015	509.6	edge		118.9	1566	41
168	3	6	2014	571.2	Piscivorous			1562	1844
168	3	6	2014	571.2	1	2015	792.6	1492	1055
168	3	6	2014	571.2	2	2016	204.7	1474	851
168	3	6	2014	571.2	3	2017	232.0	1454	620
168	3	6	2014	571.2	4	2018	105.1	1444	515
168	3	6	2014	571.2	5	2019	166.6	1430	349
168	3	6	2014	571.2	6	2020	191.5	1413	159
168	3	6	2014	571.2	edge		80.9	1406	78
169	2	3	2017	729.0	Piscivorous			1740	1791
169	2	3	2017	729.0	1	2018	1002.8	1702	789
169	2	3	2017	729.0	2	2019	295.5	1691	494
169	2	3	2017	729.0	3	2020	190.1	1683	304
169	2	3	2017	729.0	edge		165.8	1677	138
17	2	1	2019	693.6	Piscivorous			1619	1908
17	2	1	2019	693.6	1	2020	1086.1	1628	822
17	2	1	2019	693.6	edge		674.9	1634	147
170	2	3	2017	814.0	Piscivorous			1885	1611
170	2	3	2017	814.0	1	2018	1016.3	2016	603
170	2	3	2017	814.0	2	2019	234.7	2046	370
